timestamp,P-PDG,P-TPT,T-TPT,P-MON-CKP,T-JUS-CKP,P-JUS-CKGL,QGL,class
2017-12-18 19:01:31,22146600.0,14387040.0,56.76,5769609.0,33.67698,1603901000.0,1.253458,0.0
2017-12-18 19:01:32,22146580.0,14344525.0,56.634,5769874.5,33.676855,1603852500.0,1.2680725,0.0
2017-12-18 19:01:33,22146563.333333332,14302006.666666666,56.508,5770139.666666667,33.67672666666667,1603804000.0,1.2826876666666667,0.0
2017-12-18 19:01:34,22146545.0,14292240.0,56.48975,5770404.75,33.6766,1603755500.0,1.2973025,0.0
2017-12-18 19:01:35,22146528.0,14295572.0,56.514599999999994,5770669.8,33.676472000000004,1603707000.0,1.3119174,0.0
2017-12-18 19:01:36,22146510.0,14305455.0,56.561,5770935.0,33.676343333333335,1603658666.6666667,1.3265323333333334,0.0
2017-12-18 19:01:37,22146492.85714286,14319080.0,56.61971428571429,5771200.142857143,33.67621571428571,1603610285.7142856,1.3411472857142857,0.0
2017-12-18 19:01:38,22146475.0,14333752.5,56.671,5771465.25,33.6760875,1603561875.0,1.355762125,0.0
2017-12-18 19:01:39,22146457.777777776,14349122.222222222,56.717333333333336,5771713.555555556,33.67595888888889,1603513444.4444444,1.370377,0.0
2017-12-18 19:01:40,22146440.0,14349237.0,56.7168,5771950.1,33.675831,1603465000.0,1.3849919,0.0
2017-12-18 19:01:41,22146422.727272727,14338257.272727273,56.68218181818182,5772178.090909091,33.67570272727273,1603416545.4545455,1.3955691818181817,0.0
2017-12-18 19:01:42,22146405.833333332,14324511.666666666,56.662,5772399.583333333,33.675575,1603378166.6666667,1.4031183333333335,0.0
2017-12-18 19:01:43,22146388.46153846,14308637.692307692,56.65292307692308,5772616.153846154,33.67544692307692,1603347538.4615386,1.4083380769230769,0.0
2017-12-18 19:01:44,22146371.42857143,14295565.0,56.645500000000006,5772828.857142857,33.67531928571429,1603323000.0,1.4117275714285713,0.0
2017-12-18 19:01:45,22146354.0,14284733.333333334,56.6394,5773038.466666667,33.67519133333334,1603303400.0,1.4136528666666666,0.0
2017-12-18 19:01:46,22146336.875,14275722.5,56.634375,5773245.5625,33.67506375,1603287750.0,1.4143885625,0.0
2017-12-18 19:01:47,22146319.411764707,14268211.176470589,56.63023529411765,5773450.529411765,33.67493588235294,1603275352.9411764,1.4141445294117647,0.0
2017-12-18 19:01:48,22146302.222222224,14265364.444444444,56.63111111111111,5773653.777777778,33.67480777777777,1603265666.6666667,1.4130840555555555,0.0
